"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.706790333E0,1.091096054E1,-3.961811371E0,-1.440005493E-1,1.160886495E1
2.716775333E0,1.115166000E1,-4.121978302E0,1.354682922E-1,1.188985188E1
2.726759333E0,1.129057114E1,-4.218078461E0,5.028044128E-1,1.206324976E1
2.736744333E0,1.147678391E1,-4.184548187E0,7.804769897E-1,1.224075801E1
2.746729333E0,1.172436905E1,-4.118685150E0,7.197033691E-1,1.244758490E1
2.756714333E0,1.225845840E1,-4.251608734E0,2.594105530E-1,1.297741396E1
2.766698333E0,1.302696030E1,-4.728067932E0,-3.670367432E-1,1.386329820E1
2.776683333E0,1.360909973E1,-5.208868103E0,-6.617738342E-1,1.458690670E1
2.786668333E0,1.380743729E1,-5.304070129E0,-5.188211060E-1,1.480025877E1
2.796653333E0,1.348246307E1,-4.793481903E0,1.399589539E-1,1.430992201E1
2.806638333E0,1.292711792E1,-3.723806305E0,1.060245209E0,1.349448891E1
2.816623333E0,1.255903336E1,-2.475402374E0,1.836979980E0,1.293179922E1
2.826607333E0,1.202239929E1,-1.292711792E0,2.440973969E0,1.233562088E1
2.836592333E0,1.158396103E1,-4.369413757E-1,2.741099854E0,1.191187220E1
2.846577333E0,1.104747665E1,-3.412902832E-2,2.850073242E0,1.140924286E1
2.856562333E0,1.044333298E1,3.691323853E-1,2.737956390E0,1.080258615E1
2.866547333E0,1.001088226E1,8.047265625E-1,2.344125366E0,1.031311167E1
2.876531333E0,9.621092834E0,7.144642639E-1,1.748813324E0,9.804806707E0
2.886516333E0,9.480235748E0,3.065625000E-1,1.050365753E0,9.543171309E0
2.896501333E0,9.554930420E0,5.089416504E-2,2.577639771E-1,9.558542138E0
2.906486333E0,9.566606140E0,-1.047821045E-2,-5.890251160E-1,9.584728135E0
2.916471333E0,9.429640961E0,-1.086740112E-1,-1.429826660E0,9.538047125E0
2.926455333E0,9.311087494E0,-2.981799316E-1,-2.206860809E0,9.573687702E0
2.936440333E0,9.159303131E0,-6.161187744E-1,-2.804717560E0,9.598899769E0
2.946425333E0,8.828191681E0,-1.077758789E0,-3.222648468E0,9.459598063E0
2.956410333E0,8.227191467E0,-1.629062347E0,-3.420686646E0,9.057682965E0
2.966395333E0,7.506140900E0,-2.109114075E0,-3.455564117E0,8.528272789E0
2.976379333E0,7.007976837E0,-2.462828522E0,-3.517984314E0,8.219092244E0
2.986364333E0,6.546935577E0,-2.657423859E0,-3.320245514E0,7.806939048E0
2.996349333E0,6.162684631E0,-2.673290863E0,-2.878963165E0,7.308460495E0
3.006334333E0,6.112688599E0,-2.568508759E0,-2.378404083E0,7.044075889E0
3.016319333E0,6.417155457E0,-2.447111206E0,-1.923500061E0,7.132186894E0
3.026303333E0,6.839277649E0,-2.309547272E0,-1.387913818E0,7.350920495E0
3.036288333E0,7.244335327E0,-2.132764893E0,-8.361611938E-1,7.597910631E0
3.046273333E0,7.642357635E0,-1.943258972E0,-2.508782959E-1,7.889538997E0
3.056258333E0,7.972720642E0,-1.573378143E0,2.655477905E-1,8.130824611E0
3.066243333E0,8.417445831E0,-1.097966766E0,3.089575195E-1,8.494373437E0
3.076227333E0,8.604107666E0,-1.260977783E0,9.415420532E-2,8.696527969E0
3.086212333E0,8.533155212E0,-1.641486511E0,9.819580078E-2,8.690158702E0
3.096197333E0,8.430319061E0,-1.709744568E0,2.528242493E-1,8.605662442E0
3.106182333E0,8.265212402E0,-1.621877289E0,3.571572876E-1,8.430408254E0
3.116167333E0,8.188122711E0,-1.540147247E0,3.043171692E-1,8.337266699E0
3.126152333E0,8.424032135E0,-1.328936462E0,4.703219604E-1,8.541170428E0
3.136136333E0,8.707841949E0,-8.741821289E-1,6.704557800E-1,8.777255651E0
3.146121333E0,9.005572815E0,-5.004093933E-1,5.216651917E-1,9.034538497E0
3.156106333E0,9.061406708E0,-4.784051514E-1,3.382965088E-2,9.074089897E0
3.166091333E0,9.146429901E0,-6.840774536E-1,-2.383044434E-1,9.175071166E0
3.176076333E0,9.014703827E0,-8.771759033E-1,-2.302212524E-1,9.060205543E0
3.186060333E0,8.898994446E0,-9.711804199E-1,-1.648072815E-1,8.953348815E0
3.196045333E0,8.889414368E0,-1.090182953E0,-1.555265808E-1,8.957364299E0
3.206030333E0,8.832682343E0,-1.248852997E0,-1.130149841E-1,8.921248991E0
3.216015333E0,8.777596893E0,-1.360520782E0,2.454895020E-2,8.882444859E0
