"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.882221708E0,9.252409515E0,-1.378333740E0,4.494553528E0,1.037824153E1
2.892287708E0,9.486672363E0,-1.723515930E0,4.409230957E0,1.060230057E1
2.902354708E0,9.594298553E0,-2.114203491E0,4.368665314E0,1.075200715E1
2.912420708E0,9.678872681E0,-2.456541595E0,4.352947998E0,1.089326991E1
2.922487708E0,9.845176849E0,-2.768343201E0,4.334536285E0,1.110762963E1
2.932553708E0,1.001073257E1,-3.033741302E0,4.365372162E0,1.133467366E1
2.942620708E0,1.010668304E1,-3.171454926E0,4.384682007E0,1.146423154E1
2.952686708E0,1.020413040E1,-3.048710175E0,4.358336792E0,1.150712869E1
2.962753708E0,1.035187317E1,-2.897973633E0,4.379742279E0,1.160782804E1
2.972819708E0,1.060619431E1,-2.918930054E0,4.576133881E0,1.191438255E1
2.982886708E0,1.096709381E1,-3.072211304E0,4.832850037E0,1.237222973E1
2.992952708E0,1.121931931E1,-3.176993408E0,4.979095917E0,1.267903028E1
3.003019708E0,1.130943192E1,-3.147205353E0,5.059927826E0,1.278323204E1
3.013085708E0,1.137963593E1,-3.081342316E0,5.062173157E0,1.283029155E1
3.023152708E0,1.150223099E1,-3.110681305E0,4.962480469E0,1.290751209E1
3.033218708E0,1.151255951E1,-3.153641968E0,4.901706848E0,1.290392243E1
3.043285708E0,1.127575195E1,-3.091371460E0,4.911137238E0,1.268142061E1
3.053351708E0,1.088431595E1,-2.884351959E0,4.876110077E0,1.227046329E1
3.063418708E0,1.047446823E1,-2.543959808E0,4.803511047E0,1.180084466E1
3.073484708E0,1.014111145E1,-2.121687927E0,4.682712250E0,1.136976232E1
3.083551708E0,1.000309845E1,-1.881587219E0,4.494852905E0,1.112681678E1
3.093617708E0,1.012389725E1,-1.819017334E0,4.316124573E0,1.115486669E1
3.103684708E0,1.009949799E1,-1.879790955E0,4.150868225E0,1.107985472E1
3.113750708E0,1.017568954E1,-2.079326019E0,3.951482849E0,1.111226670E1
3.123817708E0,1.027702881E1,-2.431693268E0,3.835623779E0,1.123576713E1
3.133883708E0,1.024694138E1,-2.826422424E0,3.688479767E0,1.125137122E1
3.143950708E0,1.019499939E1,-3.183430023E0,3.571123810E0,1.126166793E1
3.154016708E0,1.005818390E1,-3.486250305E0,3.536396027E0,1.121726800E1
3.164083708E0,9.763446808E0,-3.698059845E0,3.543281708E0,1.102521589E1
3.174149708E0,9.440867615E0,-3.719465332E0,3.509002991E0,1.073673627E1
3.184216708E0,9.146280212E0,-3.617677002E0,3.505260773E0,1.044168960E1
3.194282708E0,8.953780518E0,-3.461551666E0,3.583547974E0,1.024667466E1
3.204349708E0,8.784482574E0,-3.218307495E0,3.704197083E0,1.006209289E1
3.214415708E0,8.661887512E0,-3.010689240E0,3.745062103E0,9.905454817E0
3.224482708E0,8.513995056E0,-2.915038147E0,3.718118134E0,9.737040704E0
3.234548708E0,8.431516571E0,-2.884501648E0,3.684587860E0,9.642977193E0
3.244615708E0,8.351582794E0,-2.880010986E0,3.645070038E0,9.556669610E0
3.254681708E0,8.201145630E0,-2.858455811E0,3.556304626E0,9.384927376E0
3.264748708E0,8.050109711E0,-2.847827911E0,3.400328979E0,9.191116762E0
3.274815708E0,7.929011536E0,-2.828967133E0,3.225043488E0,9.015164140E0
3.284881708E0,7.982899475E0,-2.841241608E0,3.050356750E0,9.005776713E0
3.294948708E0,7.986941071E0,-2.870430908E0,2.875071259E0,8.960839023E0
3.305014708E0,7.986641693E0,-2.810256042E0,2.745440826E0,8.900642105E0
